22.1.2015;21587
22.2.2015;21954
22.3.2015;22260
22.4.2015;22586
22.5.2015;22871
22.6.2015;23168
22.7.2015;23474
22.8.2015;23796
22.9.2015;24096
22.10.2015;24403
22.11.2015;24730
22.12.2015;25078
22.1.2016;25468
22.2.2016;25833
22.3.2016;26173
22.4.2016;26504
22.5.2016;26814
22.6.2016;27113
22.7.2016;27422
22.8.2016;27744
22.9.2016;28047
22.10.2016;28347
22.11.2016;28710
22.12.2016;29085
22.1.2017;29485
22.2.2017;29860
22.3.2017;30148
21.4.2017;30442;0
22.4.2017;12
22.5.2017;305
22.6.2017;605
22.7.2017;904
22.8.2017;1212
22.9.2017;1520
22.10.2017;1833
22.11.2017;2202
22.12.2017;2600
22.1.2018;3030
22.2.2018;3399
22.3.2018;3740
22.4.2018;4071
22.5.2018;4406
22.6.2018;4743
22.7.2018;5057
22.8.2018;5402
22.9.2018;5717
22.10.2018;6030
22.11.2018;6391
22.12.2018;6796
22.1.2019;7234
22.2.2019;7631
22.3.2019;7960
22.4.2019;8294
22.5.2019;8596
22.6.2019;8917
22.7.2019;9257
22.8.2019;9607
22.9.2019;9972
22.10.2019;10299
22.11.2019;10670
22.12.2019;11070
22.1.2020;11493
22.2.2020;11914
22.3.2020;12275
22.4.2020;12654
22.5.2020;12990
22.6.2020;13332
22.7.2020;13676
22.8.2020;14084
22.9.2020;14453
22.10.2020;14808
22.11.2020;15205
22.12.2020;15625
22.1.2021;16058
22.2.2021;16485
22.3.2021;16847
22.4.2021;17215
22.5.2021;17554
22.6.2021;17904
22.7.2021;18275
22.8.2021;18605
22.9.2021;18909
22.10.2021;19202
22.11.2021;19561
22.12.2021;19933
22.1.2022;20324
22.2.2022;20698
22.3.2022;21014
22.4.2022;21345
22.5.2022;21645
22.6.2022;21957
22.7.2022;22288
22.8.2022;22615
22.9.2022;22917
22.10.2022;23184
22.11.2022;23489
22.12.2022;23824
22.1.2023;24161
22.2.2023;24528
22.3.2023;24804
22.4.2023;25101
22.5.2023;25379
22.6.2023;25665
22.7.2023;25996
22.8.2023;26289
22.9.2023;26601
22.10.2023;26884
22.11.2023;27197
22.12.2023;27527
22.1.2024;27891
22.2.2024;28217
22.3.2024;28504
22.4.2024;28812
22.5.2024;29085
22.6.2024;29394
22.7.2024;29733
22.8.2024;30053
