22.1.2015;48
22.2.2015;56
22.3.2015;64
22.4.2015;73
22.5.2015;81
22.6.2015;89
22.7.2015;97
22.8.2015;105
22.9.2015;113
22.10.2015;121
22.11.2015;128
22.12.2015;136
22.1.2016;144
22.2.2016;151
22.3.2016;158
22.4.2016;165
22.5.2016;173
22.6.2016;180
22.7.2016;187
22.8.2016;195
22.9.2016;204
22.10.2016;211
22.11.2016;219
22.12.2016;227
22.1.2017;236
22.2.2017;244
22.3.2017;251
22.4.2017;259
22.5.2017;268
22.6.2017;277
22.7.2017;286
22.8.2017;295
22.9.2017;303
22.10.2017;311
22.11.2017;319
22.12.2017;327
22.1.2018;335
22.2.2018;343
22.3.2018;350
22.4.2018;359
22.5.2018;368
22.6.2018;377
22.7.2018;385
22.8.2018;395
22.9.2018;404
22.10.2018;411
22.11.2018;420
22.12.2018;428
22.1.2019;437
22.2.2019;447
22.3.2019;455
22.4.2019;465
22.5.2019;474
22.6.2019;484
22.7.2019;494
22.8.2019;504
22.9.2019;514
22.10.2019;522
22.11.2019;532
22.12.2019;541
22.1.2020;550
22.2.2020;559
22.3.2020;567
22.4.2020;577
22.5.2020;588
22.6.2020;598
22.7.2020;608
11.8.2020;615;0
22.8.2020;4
22.9.2020;13
22.10.2020;23
22.11.2020;33
22.12.2020;42
22.1.2021;52
22.2.2021;61
22.3.2021;70
22.4.2021;80
22.5.2021;89
22.6.2021;97
22.7.2021;103
22.8.2021;110
22.9.2021;116
22.10.2021;121
22.11.2021;127
22.12.2021;133
22.1.2022;140
22.2.2022;145
22.3.2022;150
22.4.2022;156
22.5.2022;162
22.6.2022;168
22.7.2022;175
22.8.2022;181
22.9.2022;187
22.10.2022;192
22.11.2022;198
22.12.2022;203
22.1.2023;209
22.2.2023;214
22.3.2023;220
22.4.2023;225
22.5.2023;231
22.6.2023;236
22.7.2023;242
22.8.2023;248
22.9.2023;253
22.10.2023;259
22.11.2023;264
22.12.2023;269
22.1.2024;276
22.2.2024;281
22.3.2024;287
22.4.2024;293
22.5.2024;299
22.6.2024;305
22.7.2024;311
22.8.2024;317
